"ID_ENTITY","year","vals","lon","lat"
"880",100,0,25.5,67.5
"880",1000,10.0600633621216,25.5,67.5
"880",2000,7.40543270111084,25.5,67.5
"880",3000,8.35461807250977,25.5,67.5
"880",4000,11.8005294799805,25.5,67.5
"880",5000,16.1202573776245,25.5,67.5
"880",6000,14.2164583206177,25.5,67.5
"880",7000,12.6260786056519,25.5,67.5
"880",8000,18.7155599594116,25.5,67.5
"880",9000,12.1815319061279,25.5,67.5
"880",10000,NA,25.5,67.5
"880",11000,NA,25.5,67.5
"880",12000,NA,25.5,67.5
"881",100,0,25.5,68.5
"881",1000,11.9818887710571,25.5,68.5
"881",2000,5.50802516937256,25.5,68.5
"881",3000,5.82221126556396,25.5,68.5
"881",4000,10.2566146850586,25.5,68.5
"881",5000,16.1689949035645,25.5,68.5
"881",6000,12.5797882080078,25.5,68.5
"881",7000,13.0207872390747,25.5,68.5
"881",8000,19.067494392395,25.5,68.5
"881",9000,9.94441032409668,25.5,68.5
"881",10000,-11.7954540252686,25.5,68.5
"881",11000,NA,25.5,68.5
"881",12000,NA,25.5,68.5
"882",100,0,25.5,69.5
"882",1000,12.8696508407593,25.5,69.5
"882",2000,5.39443731307983,25.5,69.5
"882",3000,5.91969919204712,25.5,69.5
"882",4000,10.3119306564331,25.5,69.5
"882",5000,17.2189016342163,25.5,69.5
"882",6000,12.2604141235352,25.5,69.5
"882",7000,14.2234258651733,25.5,69.5
"882",8000,20.0344438552856,25.5,69.5
"882",9000,12.2855548858643,25.5,69.5
"882",10000,-12.1035509109497,25.5,69.5
"882",11000,-16.3418292999268,25.5,69.5
"882",12000,NA,25.5,69.5
"889",100,0,26.5,38.5
"889",1000,-0.877663612365723,26.5,38.5
"889",2000,0.873039245605469,26.5,38.5
"889",3000,-1.50509548187256,26.5,38.5
"889",4000,-0.855169296264648,26.5,38.5
"889",5000,1.48391199111938,26.5,38.5
"889",6000,2.42504072189331,26.5,38.5
"889",7000,-10.6504416465759,26.5,38.5
"889",8000,-7.00318706035614,26.5,38.5
"889",9000,2.41756534576416,26.5,38.5
"889",10000,-9.92240381240845,26.5,38.5
"889",11000,-12.7440778017044,26.5,38.5
"889",12000,-22.0937995910645,26.5,38.5
"890",100,0,26.5,39.5
"890",1000,1.25952291488647,26.5,39.5
"890",2000,3.25323247909546,26.5,39.5
"890",3000,0.46011209487915,26.5,39.5
"890",4000,1.88881921768188,26.5,39.5
"890",5000,4.84262561798096,26.5,39.5
"890",6000,6.1687331199646,26.5,39.5
"890",7000,-5.92492961883545,26.5,39.5
"890",8000,-2.17311978340149,26.5,39.5
"890",9000,5.7011137008667,26.5,39.5
"890",10000,-11.5943714976311,26.5,39.5
"890",11000,-9.34682703018188,26.5,39.5
"890",12000,-19.1363816261292,26.5,39.5
"891",100,0,26.5,40.5
"891",1000,0.970356464385986,26.5,40.5
"891",2000,5.52200841903687,26.5,40.5
"891",3000,1.03952312469482,26.5,40.5
"891",4000,3.79541921615601,26.5,40.5
"891",5000,7.97030448913574,26.5,40.5
"891",6000,10.395299911499,26.5,40.5
"891",7000,-2.24247980117798,26.5,40.5
"891",8000,1.83336186408997,26.5,40.5
"891",9000,8.35397338867188,26.5,40.5
"891",10000,-9.0639796257019,26.5,40.5
"891",11000,-4.53818655014038,26.5,40.5
"891",12000,-14.5519962310791,26.5,40.5
"892",100,0,26.5,41.5
"892",1000,2.51881074905396,26.5,41.5
"892",2000,8.77279424667358,26.5,41.5
"892",3000,3.49838209152222,26.5,41.5
"892",4000,7.32118606567383,26.5,41.5
"892",5000,12.2693204879761,26.5,41.5
"892",6000,15.3202724456787,26.5,41.5
"892",7000,2.5660572052002,26.5,41.5
"892",8000,6.80617046356201,26.5,41.5
