"tsumm_1000","tsumm_2000","tsumm_3000","tsumm_4000","tsumm_5000","tsumm_6000","tsumm_7000","tsumm_8000","tsumm_9000","tsumm_10000","tsumm_11000","tsumm_12000","psumm_1000","psumm_2000","psumm_3000","psumm_4000","psumm_5000","psumm_6000","psumm_7000","psumm_8000","psumm_9000","psumm_10000","psumm_11000","psumm_12000","forest_1000","forest_2000","forest_3000","forest_4000","forest_5000","forest_6000","forest_7000","forest_8000","forest_9000","forest_10000","forest_11000","forest_12000"
0.422694742679596,-1.62063300609589,0.0633180141448975,0.413995742797852,-1.1154922246933,-0.228716850280762,2.60783195495605,0.637856662273407,0.000352740287780762,1.33615791797638,-1.91206848621368,-1.75120532512665,0.91116138924525,-1.76118246103335,0.336791868895942,-0.114653014471973,-1.24129913577303,-0.601994720130361,-5.27319526906428,-1.29924305913219,2.72620980095253,0.992024800311603,2.22631090347356,5.04176915250731,0.374101090790055,-0.33153608217539,0.0597231261559555,0.41254849232023,0.131443370599599,-0.390456142969855,-0.370924303489962,-0.390456142969855,-0.390456142969855,-0.390456142969855,0.191930947897552,-0.390456142969855
-0.0476793050765991,-1.26273596286774,-0.436206817626953,-0.0145794153213501,-1.04511535167694,-0.504306674003601,1.05641973018646,-0.166034758090973,-0.173543870449066,0.959449887275696,-1.25334668159485,-0.890807151794434,0.948658883340148,-0.902664776114674,0.817639674922668,0.606826432608642,-0.530163176437867,0.404222873211286,-3.17737836020119,-1.12468823622886,2.9007750885359,0.853220435592601,1.61749957560501,4.06271716151192,0.513627566273893,-0.333173922510815,0.189380726522068,0.648555006687604,0.298784489471448,-0.534343843000767,-0.287225560191248,-0.545395320553681,-0.434359481951727,-0.547855003307329,0.176149041823134,-0.547855003307329
-0.271452277898788,-1.03151726722717,-0.562346696853638,-0.181842178106308,-1.06229066848755,-0.726656079292297,0.218852683901787,-0.639971852302551,-0.262682229280472,0.653963983058929,-1.1002185344696,-0.635462641716003,0.941093343905152,-0.358784949589206,1.0365074683423,0.98637090337614,0.0861244582560217,0.916549992399896,-1.73306372431463,-0.658134193253236,2.72243742520779,0.942565187013236,1.45037623110032,3.68082563270591,0.589794453114879,-0.229002653760623,0.330207751884585,0.874444628414227,0.48256305366718,-0.474141770600586,0.00753930771862783,-0.524527414121822,-0.382596848904151,-0.474004977684789,0.295193095743934,-0.630284552523972
-0.475700408220291,-0.885457158088684,-0.648770093917847,-0.306917458772659,-1.15818452835083,-1.03726994991302,-0.205778807401657,-1.02021086215973,-0.298601299524307,0.531185388565063,-1.19088590145111,-0.664604902267456,1.04118008940085,0.00207158240683402,1.20037728725248,1.2403515165698,0.599217054649098,1.2486901695974,-0.934346736391654,-0.20233572015382,2.46699119114824,1.02421882283824,1.62258951113435,3.87519094343833,0.624271357477846,-0.128920952776802,0.446691346240473,1.02224394663275,0.64165535239045,-0.259004228472396,0.272084192916321,-0.248396236768027,-0.0162009098793216,-0.241023025965325,0.435057028363636,-0.592203749139746
0.695073783397675,-1.3439040184021,0.795544147491455,0.500737071037292,-1.02283668518066,-0.38940441608429,0.784240007400513,-0.160640716552734,-0.466273546218872,-0.511325359344482,-2.19130659103394,-2.80346059799194,0.178450370760585,-1.77209641525632,-0.677722518753097,-0.47220497020459,-0.672506865648526,-0.679099472667722,-1.82754804778756,0.0263980039228693,0.580179397583412,1.36877845404048,1.19963783033355,3.31697832343346,0.294885679081731,-0.0145244707514454,0.369741613523082,0.670527843420547,0.769726248367525,-0.42108455458557,0.0133761770497719,-0.51933201625542,-0.502035403625559,-0.648790166526376,0.596212963485178,-0.257582838580001
0.680078148841858,-0.945623517036438,0.473238587379456,0.290465712547302,-0.867931485176086,-1.35946047306061,-1.51462352275848,-1.29864180088043,-0.648751378059387,-0.963944554328918,-1.48850572109222,-2.23659420013428,-0.168927016960693,-1.4795024053961,-0.408593927645311,-0.0198156494618345,-0.202603064446271,-0.097681424643905,0.398616067336062,0.85054303305942,0.191144169080242,0.791798420261572,0.244119490632845,1.56958279554158,0.53410990131135,0.127687006800908,0.690986361789356,1.03749656299696,1.08570774628039,0.0457447562298169,0.482089145693389,0.241060885265911,0.242912098014276,0.104481812406572,0.752214565847137,-0.0875665473478435
0.548472464084625,-1.1021420955658,0.207086324691772,-0.233099222183228,-0.923490524291992,-1.41185474395752,-1.70967292785645,-1.6909556388855,-0.810402154922485,-1.37443161010742,-1.56985378265381,-2.34297490119934,-0.0348562229908162,-1.11551049969993,-0.416718443621953,0.264269727027205,0.2524928609436,0.753874773283681,0.928146908410959,0.663877817749434,-0.183767771666488,0.438426043600917,-0.88994707872841,-0.223253272142383,0.535062670009899,0.436300828865152,0.902078499745687,1.32520760815031,1.50128740268068,0.381127918236707,0.501135483442659,0.310861904167097,0.588227768665505,0.0306147459401757,1.16313552410157,0.41944384314363
-0.710978269577026,0.0323144122958183,-0.226049989461899,-0.386151671409607,-0.886170268058777,-1.14045524597168,-1.42785549163818,-1.41370797157288,-0.0654715746641159,0.0284888669848442,-0.605110168457031,0.3447026014328,0.926265528634829,0.505295914802032,0.540362633417985,1.38841500191734,2.31308629311184,1.20302499272064,2.91067099908716,0.723464271633218,0.74042313414771,0.784639235666226,1.15607711475704,1.46848309729962,0.498775988589746,0.392716105235913,0.985274949985544,1.64014811615266,1.40717238488451,1.42908842059324,1.74874510655548,1.93112454275001,2.33549464808437,2.02647969075337,0.998911188046959,-0.693963228050325
0.301667451858521,-0.62730884552002,0.330122709274292,0.296081781387329,-0.619182705879211,-1.48272681236267,-1.66530990600586,-1.06489157676697,-0.407083749771118,-0.700336217880249,-0.670788049697876,-1.46274876594543,-0.363476237374332,-1.33269029780254,-0.319105852532319,0.0623328313858353,-0.221641004341146,0.349670390030734,0.118988467781627,0.0721712569040999,-0.467203489504631,0.0285221572055134,-0.577942572221949,0.101560957298249,0.56771535223919,0.419948047143373,1.07374018284994,1.43724387897145,1.51846955286919,0.691793225556683,0.623629420854274,0.733443757736656,1.15628632561951,0.847556138054248,1.01344027349595,0.299425401202891
-0.429800629615784,0.203554153442383,0.260962784290314,-0.00837889313697815,-0.454880863428116,-0.500754594802856,-0.424515664577484,-0.498943269252777,0.365179359912872,0.471114277839661,-0.163505703210831,0.700173676013947,0.692300525140787,-0.311711990416044,-0.29538744306886,0.499805740614298,1.35965141464397,-0.330310166273125,1.31730028880852,0.218346786696829,-0.292328044360071,0.0141238180611748,0.645593405525716,0.0264581404795289,0.651457345583277,0.424985569029956,1.18775057835186,1.5141290542166,1.40664796207042,1.24681237508735,1.4441498060377,1.86026588346568,2.05780621086189,2.2765249091989,0.738034179822603,-0.545569418738061
-0.135643601417542,-1.14251279830933,-0.376076102256775,-0.862776756286621,-0.953460454940796,-1.43415343761444,-0.410829663276672,-1.4751170873642,-0.696513533592224,-0.696340799331665,-0.888015627861023,-1.62413847446442,0.18591766240548,-1.11813501317446,0.417515739110364,0.97231888857574,0.8834153506925,1.0831835474537,-1.24452593400903,-1.41340890032328,-0.596074963755697,-0.879548085754301,-2.65187012799745,-3.22681775121242,0.394214958997356,0.415757654943132,1.13818645160413,1.51985887732108,1.59122601188335,0.982022446767243,0.502938123816437,0.826828558672103,1.5975552734666,1.11667498535567,0.921516099455333,0.22808642702749
-0.33402281999588,-1.2324184179306,-0.545024871826172,-1.05792891979218,-1.00896465778351,-1.26396989822388,0.266220301389694,-1.10223066806793,-0.643970608711243,-0.420299291610718,-0.739955902099609,-1.58829689025879,0.426126579880309,-1.20365202503629,0.80489878554277,1.253741923186,1.17667054449313,0.793857275354825,-1.55383373489005,-1.25221422131276,-0.379629036695501,-0.833625817143254,-2.76326495019326,-3.42868595471412,0.386565421715654,0.518970452355459,1.24206672745433,1.68116644550132,1.77912840395024,1.24010759517462,0.514671604031141,0.888204830129836,1.87276527469,1.20101661035191,1.01671200819796,0.328651139280891
